dorsal abaxial
1000 thousand
M thousand
K thousand
chiliad thousand
G thousand
grand thousand
thou thousand
yard thousand
1728 great_gross
10000 ten_thousand
myriad ten_thousand
100000 hundred_thousand
lakh hundred_thousand
1000000 million
one_thousand_thousand million
meg million
one_thousand_million billion
1000000000 billion
one_million_million billion
1000000000000 billion
one_million_million trillion
1000000000000 trillion
one_million_million_million trillion
aleph-nought aleph-null
aleph-zero aleph-null
increase addition
gain addition
haul catch
fudge_factor correction
pace footstep
step footstep
stride footstep
large_indefinite_amount large_indefinite_quantity
limitation limit
limit_point limit
point_of_accumulation limit
yield output
production output
neighborhood region
pick picking
small_indefinite_amount small_indefinite_quantity
splash dab
splatter dab
bit spot
hairsbreadth hair's-breadth
hair hair's-breadth
whisker hair's-breadth
sprinkling scattering
shoe_string shoestring
spraying spray
stone's_throw step
shtick shtik
schtik shtik
schtick shtik
shtickl shtikl
schtikl shtikl
schtickl shtikl
shade tad
lower_limit minimum
bagful bag
barrelful barrel
barrowful barrow
basinful basin
basketful basket
binful bin
bottleful bottle
bowlful bowl
boxful box
bucketful bucket
canful can
cartonful carton
caseful case
caskful cask
crateful crate
cupful cup
dishful dish
dustpanful dustpan
flaskful flask
glassful glass
fistful handful
jarful jar
jugful jug
kegful keg
kettleful kettle
mugful mug
pailful pail
pitcherful pitcher
plateful plate
potful pot
sackful sack
scoopful scoop
shovelful shovel
spadeful shovel
spoonful spoon
tablespoonful tablespoon
dessertspoonful dessertspoon
tankful tank
teacupful teacup
teaspoonful teaspoon
thimbleful thimble
tubful tub
smattering handful
drib drop
driblet drop
eye-drop eyedrop
dosage dose
loading load
doodly-squat jack
diddly-squat jack
diddlysquat jack
diddly-shit jack
diddlyshit jack
diddly jack
diddley jack
squat jack
shit jack
shot nip
hint trace
suggestion trace
scintilla shred
whit shred
iota shred
tittle shred
smidgen shred
smidgeon shred
smidgin shred
smidge shred
hint touch
tinge touch
mite touch
pinch touch
jot touch
speck touch
soupcon touch
deal batch
flock batch
good_deal batch
great_deal batch
hatful batch
heap batch
lot batch
mass batch
mess batch
mickle batch
mint batch
mountain batch
muckle batch
passel batch
peck batch
pile batch
plenty batch
pot batch
quite_a_little batch
raft batch
sight batch
slew batch
spate batch
stack batch
tidy_sum batch
wad batch
large_number battalion
multitude battalion
plurality battalion
pack battalion
billyoh billyo
billy-ho billyo
all_get_out billyo
shipload boatload
carload boatload
inundation flood
deluge flood
torrent flood
upper_limit maximum
billion million
trillion million
zillion million
jillion million
gazillion million
sea ocean
dozens tons
heaps tons
lots tons
piles tons
scores tons
stacks tons
loads tons
rafts tons
slews tons
wads tons
oodles tons
gobs tons
scads tons
lashings tons
way room
elbow_room room
breathing_space breathing_room
headway headroom
clearance headroom
lebensraum living_space
content capacity
s.t.p. stp
dealings relations
human_relationship relationship
personal_relationship personal_relation
indebtedness obligation
mathematical_function function
single-valued_function function
map function
mapping function
metric metric_function
identity_element identity
identity_operator identity
circular_function trigonometric_function
sin sine
arcsine arc_sine
arcsin arc_sine
inverse_sine arc_sine
cos cosine
arccosine arc_cosine
arccos arc_cosine
inverse_cosine arc_cosine
tan tangent
arctangent arc_tangent
arctan arc_tangent
inverse_tangent arc_tangent
cotan cotangent
arccotangent arc_cotangent
inverse_cotangent arc_cotangent
sec secant
arcsecant arc_secant
arcsec arc_secant
inverse_secant arc_secant
cosec cosecant
arccosecant arc_cosecant
inverse_cosecant arc_cosecant
exponential_function exponential
basis footing
ground footing
connexion connection
connectedness connection
bond alliance
nexus link
comprehension inclusion
relevancy relevance
pertinence applicability
pertinency applicability
irrelevancy irrelevance
concord agreement
transitiveness transitivity
intransitiveness intransitivity
reflexiveness reflexivity
reflexiveness reflexivity
qualifying modification
limiting modification
mode mood
modality mood
indicative indicative_mood
declarative_mood indicative_mood
declarative indicative_mood
common_mood indicative_mood
fact_mood indicative_mood
subjunctive subjunctive_mood
optative optative_mood
imperative imperative_mood
jussive_mood imperative_mood
imperative_form imperative_mood
interrogative interrogative_mood
mode modality
active active_voice
passive passive_voice
inflexion inflection
pluralisation pluralization
perfective_aspect perfective
imperfective_aspect imperfective
durative_aspect durative
inchoative_aspect inchoative
iterative_aspect iterative
progressive_tense progressive
imperfect progressive
imperfect_tense progressive
continuous_tense progressive
present_progressive_tense present_progressive
perfective_tense perfective
perfect perfective
perfect_tense perfective
present_perfect_tense present_perfect
preterite preterit
past_perfect_tense past_perfect
pluperfect past_perfect
pluperfect_tense past_perfect
past_progressive_tense past_progressive
future_perfect_tense future_perfect
future_progressive_tense future_progressive
subordination hyponymy
superordination hypernymy
synonymity synonymy
synonymousness synonymy
whole_to_part_relation holonymy
part_to_whole_relation meronymy
portion part
component_part part
component part
constituent part
base basis
particular detail
item detail
high_spot highlight
balance remainder
residual remainder
residue remainder
residuum remainder
rest remainder
remnant leftover
kinship affinity
resonance rapport
mutual_affection mutual_understanding
phylogenetic_relation affinity
family_relationship kinship
relationship kinship
line_of_descent descent
lineage descent
filiation descent
blood_kinship consanguinity
cognation consanguinity
birth parentage
paternity fatherhood
maternity motherhood
sistership sisterhood
enation matrilineage
cognation matrilineage
agnation patrilineage
marital_bed marital_relationship
quantitative_relation magnitude_relation
ratio proportion
case-to-infection_ratio case-to-infection_proportion
golden_mean golden_section
correspondence commensurateness
proportionateness commensurateness
percent percentage
per_centum percentage
pct percentage
hitting_average batting_average
reflective_power albedo
breadth_index cephalic_index
cranial_index cephalic_index
f_number focal_ratio
stop_number focal_ratio
speed focal_ratio
relative_frequency frequency
haematocrit hematocrit
packed_cell_volume hematocrit
IQ intelligence_quotient
I.Q. intelligence_quotient
fuel_consumption_rate mileage
gasoline_mileage mileage
gas_mileage mileage
betting_odds odds
magnitude order_of_magnitude
P/E_ratio price-to-earnings_ratio
index_of_refraction refractive_index
factor_of_safety safety_factor
signal-to-noise signal-to-noise_ratio
signal/noise_ratio signal-to-noise_ratio
signal/noise signal-to-noise_ratio
S/N signal-to-noise_ratio
turnover_rate employee_turnover
turnover employee_turnover
relative_incidence incidence
perpendicularity orthogonality
orthogonal_opposition orthogonality
antipodal_opposition antipodal
diametrical_opposition antipodal
mirror-image_relation enantiomorphism
windward_side to_windward
weatherboard to_windward
weather_side to_windward
leeward_side to_leeward
point compass_point
due_north north
northward north
N north
NbE north_by_east
magnetic_north north
compass_north north
nor'-nor'-east north_northeast
NNE north_northeast
NEbN northeast_by_north
nor'-east northeast
northeastward northeast
NE northeast
NEbE northeast_by_east
ENE east_northeast
EbN east_by_north
due_east east
eastward east
E east
EbS east_by_south
ESE east_southeast
SEbE southeast_by_east
sou'-east southeast
southeastward southeast
SE southeast
SEbS southeast_by_south
sou'-sou'-east south_southeast
SSE south_southeast
SbE south_by_east
due_south south
southward south
S south
SbW south_by_west
sou'-sou'-west south_southwest
SSW south_southwest
SWbS southwest_by_south
sou'-west southwest
southwestward southwest
SW southwest
SWbW southwest_by_west
WSW west_southwest
WbS west_by_south
due_west west
westward west
W west
WbN west_by_north
WNW west_northwest
NWbW northwest_by_west
nor'-west northwest
northwestward northwest
NW northwest
NWbN northwest_by_north
nor'-nor'-west north_northwest
NNW north_northwest
NbW north_by_west
EL elevation
altitude elevation
ALT elevation
price_competition price_war
attorney-client_relation lawyer-client_relation
political_relation politics
interpersonal_chemistry chemistry
alchemy chemistry
reciprocity reciprocality
correlativity correlation
interdependence mutuality
interdependency mutuality
mutualism symbiosis
reciprocal multiplicative_inverse
mutualness mutuality
interrelationship interrelation
interrelatedness interrelation
forerunner antecedent
synchrony synchronism
synchronicity synchronism
synchroneity synchronism
synchronization synchronism
synchronisation synchronism
synchronizing synchronism
asynchrony asynchronism
desynchronization asynchronism
desynchronisation asynchronism
desynchronizing asynchronism
number_one first
scale_of_measurement scale
graduated_table scale
ordered_series scale
wind_scale beaufort_scale
international_scale celsius_scale
centigrade_scale celsius_scale
absolute_scale kelvin_scale
wage_schedule wage_scale
standard_of_measurement gauge
oppositeness opposition
direct_contrast contrast
polarity mutual_opposition
sign polarity
positiveness positivity
negativeness negativity
mutual_exclusiveness incompatibility
inconsistency incompatibility
repugnance incompatibility
contrary reverse
opposite reverse
opposite inverse
logical_implication implication
conditional_relation implication
sheet plane
midline midplane
leaf_form leaf_shape
flair flare
two-dimensional_figure plane_figure
three-dimensional_figure solid_figure
convexity convex_shape
angularity angular_shape
concavity concave_shape
incurvation concave_shape
incurvature concave_shape
conglobation conglomeration
polygonal_shape polygon
reentering_polygon reentrant_polygon
distortion distorted_shape
curved_shape curve
Jordan_curve simple_closed_curve
undulation wave
crook bend
twist bend
turn bend
crotchet hook
geodesic_line geodesic
connexion connection
link connection
center_line centerline
fossa pit
recession recess
niche recess
corner recess
conoid cone
cone_shape cone
funnel_shape funnel
conic conic_section
hemicycle semicircle
crenation scallop
crenature scallop
crenel scallop
crenelle scallop
disc disk
saucer disk
halo ring
annulus ring
doughnut ring
anchor_ring ring
whorl coil
roll coil
curl coil
curlicue coil
ringlet coil
gyre coil
scroll coil
spiral helix
twist kink
twirl kink
swirl whirl
vortex whirl
convolution whirl
oval ellipse
foursquare square
quadrangle quadrilateral
tetragon quadrilateral
trigon triangle
trilateral triangle
acute-angled_triangle acute_triangle
equiangular_triangle equilateral_triangle
obtuse-angled_triangle obtuse_triangle
right-angled_triangle right_triangle
pentagram pentacle
pentangle pentacle
rhomb rhombus
diamond rhombus
parallelopiped parallelepiped
parallelepipedon parallelepiped
parallelopipedon parallelepiped
sinuousness sinuosity
tortuousness tortuosity
torsion tortuosity
contortion tortuosity
crookedness tortuosity
buckle warp
gnarl knot
bell_shape bell
campana bell
forking furcation
zig zigzag
zag zigzag
HA hour_angle
angle_of_inclination inclination
inclination_of_an_orbit inclination
reentering_angle reentrant_angle
internal_angle interior_angle
external_angle exterior_angle
incidence_angle angle_of_incidence
extinction_angle angle_of_extinction
round_angle perigon
angle_of_dip dip
magnetic_dip dip
magnetic_inclination dip
inclination dip
magnetic_variation magnetic_declination
variation magnetic_declination
AZ azimuth
trough bowl
channel groove
pocket scoop
bump bulge
hump bulge
swelling bulge
gibbosity bulge
gibbousness bulge
jut bulge
prominence bulge
protuberance bulge
protrusion bulge
extrusion bulge
excrescence bulge
nubble nub
knob node
thickening node
arc bow
impression depression
imprint depression
equilibrium balance
equipoise balance
counterbalance balance
